stud_id,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_(grade),nationality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_(credited),curricular_units_1st_sem_(enrolled),curricular_units_1st_sem_(evaluations),curricular_units_1st_sem_(approved),curricular_units_1st_sem_(grade),curricular_units_1st_sem_(without_evaluations),curricular_units_2nd_sem_(credited),curricular_units_2nd_sem_(enrolled),curricular_units_2nd_sem_(evaluations),curricular_units_2nd_sem_(approved),curricular_units_2nd_sem_(grade),curricular_units_2nd_sem_(without_evaluations),unemployment_rate,inflation_rate,gdp,status
846,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,143,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unknown,Unskilled Workers,Unskilled Workers,133.6,Yes,No,No,Yes,Female,No,18,No,0,6,9,5,11.4,0,0,6,8,5,10.8,0,9.4,-0.8,-3.12,Graduate
847,Single,1st phase - general contingent,3,Communication Design,Daytime,Secondary education,146,Portuguese,Unknown,Unknown,Student,Student,143.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.5,0,0,6,6,6,13,0,7.6,2.6,0.32,Dropout
848,Married,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Student,158,No,No,Yes,No,Female,No,34,No,0,6,7,4,13.5,0,0,6,6,0,0,6,12.7,3.7,-1.7,Dropout
849,Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",126.3,No,No,No,Yes,Male,No,19,No,0,7,9,7,12.49285714,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,Graduate
850,Married,Over 23 years old,2,Management,Daytime,Higher education - degree,130,Portuguese,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,103.4,No,No,No,Yes,Female,No,30,No,4,7,9,7,11.75,0,3,8,12,7,11.14285714,0,12.7,3.7,-1.7,Dropout
851,Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,146,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,145.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
852,Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,100,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,100,No,No,No,Yes,Female,No,20,No,0,6,8,6,12.5,0,0,6,10,5,14.16666667,0,11.1,0.6,2.02,Graduate
853,Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,119,Portuguese,Higher Education - Degree,Higher Education - Degree,"Technicians and professionals, of intermediate level of health","Technicians and professionals, of intermediate level of health",110.6,No,No,No,Yes,Female,No,20,No,0,7,9,6,11.83333333,0,0,7,7,6,14.33333333,0,11.1,0.6,2.02,Enrolled
854,Divorced,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,113.9,Yes,No,No,Yes,Female,No,39,No,0,5,8,5,11,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate
855,Single,2nd phase - general contingent,6,Management,Daytime,Secondary education,118,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117,Yes,No,No,No,Male,No,23,No,0,5,9,3,10,1,0,5,9,3,12.33333333,0,9.4,-0.8,-3.12,Dropout
856,Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140,Yes,No,No,Yes,Female,No,29,No,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
857,Single,Change of institution/course,1,Management (evening attendance),Evening,Secondary education,141,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",100,No,No,No,Yes,Female,No,21,No,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,Graduate
858,Single,Change of institution/course,1,Management (evening attendance),Evening,Secondary education,134,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,120.6,Yes,No,No,Yes,Male,No,27,No,2,6,6,6,12.33333333,0,0,5,5,5,13,0,11.1,0.6,2.02,Graduate
859,Single,1st phase - general contingent,3,Communication Design,Daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,125.4,Yes,No,No,Yes,Female,No,19,No,0,6,7,5,12.4,0,0,6,6,5,12.4,0,9.4,-0.8,-3.12,Enrolled
860,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,150,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,134.6,No,No,No,Yes,Female,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
861,Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,150,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",131.1,No,No,No,Yes,Female,Yes,19,No,0,6,7,5,13.4,0,0,6,6,6,12.83333333,0,15.5,2.8,-4.06,Graduate
862,Single,1st phase - general contingent,3,Advertising and Marketing Management,Daytime,Secondary education,106,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,105.7,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.33333333,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate
863,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,141,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",126.3,Yes,No,No,Yes,Female,No,19,No,0,7,10,7,13.805,0,0,8,8,8,14.2725,0,15.5,2.8,-4.06,Graduate
864,Married,Over 23 years old,1,Social Service,Daytime,Professional higher technical course,170,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,159.5,No,No,No,Yes,Male,No,33,No,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
865,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,119,Yes,No,No,No,Female,Yes,19,No,0,5,7,3,10.66666667,0,0,5,10,3,12.28571429,0,10.8,1.4,1.74,Dropout
866,Single,Transfer,1,Agronomy,Daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,140,Yes,No,No,Yes,Male,No,25,No,0,6,14,5,11.66666667,0,0,6,11,4,12,0,15.5,2.8,-4.06,Enrolled
867,Facto Union,Change of course,1,Nursing,Daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",118.8,No,No,No,Yes,Female,Yes,18,No,0,8,8,7,11.85714286,0,0,8,8,7,11.85714286,0,12.7,3.7,-1.7,Graduate
868,Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Unskilled workers in extractive industry, construction, manufacturing and transport",Armed Forces Officers,126.2,No,No,No,Yes,Female,No,19,No,0,6,8,6,14,0,0,6,18,3,12.66666667,0,12.4,0.5,1.79,Graduate
869,Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,125,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,118,Yes,No,No,Yes,Male,No,19,No,0,6,12,4,10.8,0,0,6,14,3,11,0,13.9,-0.3,0.79,Dropout
870,Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,121,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,141.4,No,No,Yes,No,Male,No,29,No,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Dropout
871,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,180,Brazilian,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,152.7,Yes,No,Yes,No,Male,No,27,Yes,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
872,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,126,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,123.9,Yes,No,No,Yes,Female,No,19,No,0,6,13,4,11.8,0,0,6,18,4,12.2,0,12.4,0.5,1.79,Enrolled
873,Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,144,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,130.7,Yes,No,No,Yes,Female,No,20,No,0,6,9,6,11.66666667,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
874,Single,Change of course,5,Social Service (evening attendance),Evening,Secondary education,110,Portuguese,Unknown,Unknown,Student,Student,110,No,No,No,Yes,Male,No,37,No,0,6,12,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,Dropout
875,Single,Change of course,1,Journalism and Communication,Daytime,Secondary education,129,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Installation and Machine Operators and Assembly Workers,129,No,No,No,No,Female,No,21,No,0,6,7,6,12,0,0,6,6,6,12,0,10.8,1.4,1.74,Dropout
876,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,170,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",170,Yes,No,Yes,Yes,Male,No,21,No,0,6,7,6,15.28571429,0,0,6,6,6,15.16666667,0,12.4,0.5,1.79,Graduate
877,Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,123,Yes,No,No,Yes,Female,No,19,No,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,12.7,3.7,-1.7,Graduate
878,Single,Over 23 years old,1,Informatics,Daytime,Secondary education,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,Other Situation,108.4,Yes,No,No,Yes,Female,No,34,No,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
879,Single,3rd phase - general contingent,1,Tourism,Daytime,Secondary education,118,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",123.3,Yes,No,No,Yes,Male,No,26,No,0,6,10,4,10,0,0,6,11,3,12,0,9.4,-0.8,-3.12,Enrolled
880,Single,1st phase - general contingent,3,Veterinary Nursing,Daytime,Secondary education,140,Portuguese,11th Year of Schooling - Not Completed,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other Situation,Other Situation,135.8,Yes,No,No,Yes,Female,No,18,No,0,5,6,5,13.33333333,0,0,5,7,4,14.8,0,7.6,2.6,0.32,Graduate
881,Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers,Intermediate Level Technicians and Professions,128.2,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,12.33333333,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate
882,Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,95,No,No,No,Yes,Male,No,19,No,0,6,7,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
883,Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,120,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",108,No,No,No,Yes,Male,Yes,37,No,1,7,9,6,11.85714286,0,1,6,7,5,12,0,13.9,-0.3,0.79,Graduate
884,Single,1st phase - special contingent (Madeira Island),2,Veterinary Nursing,Daytime,Secondary education,136,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,123.4,Yes,No,No,Yes,Female,Yes,19,No,0,5,8,5,13.16666667,2,0,5,5,5,12.8,0,9.4,-0.8,-3.12,Graduate
885,Single,Holders of other higher courses,1,Management,Daytime,Higher education - degree,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,130,No,No,No,Yes,Female,No,21,No,4,9,9,9,10.88888889,0,3,10,18,10,11.61538462,0,10.8,1.4,1.74,Graduate
886,Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,145,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,131.4,No,No,No,Yes,Female,No,19,No,0,7,7,7,13.44285714,0,0,8,8,7,13.77142857,0,13.9,-0.3,0.79,Dropout
887,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,135,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",122.1,No,Yes,Yes,No,Male,No,19,No,0,6,6,4,11.5,0,0,6,6,5,11,0,8.9,1.4,3.51,Dropout
888,Single,International student (bachelor),1,Veterinary Nursing,Daytime,Secondary education,133.1,Brazilian,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,109.6,No,No,No,Yes,Female,No,18,Yes,0,6,13,4,12.25,0,0,6,15,5,11,0,11.1,0.6,2.02,Dropout
889,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,139,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",135,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,12.21428571,0,0,8,8,7,12.21428571,0,12.7,3.7,-1.7,Graduate
890,Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",138,No,No,Yes,Yes,Male,No,22,No,0,6,8,6,12.625,0,0,6,11,2,14.5,0,11.1,0.6,2.02,Enrolled
891,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",123.2,No,No,No,Yes,Female,No,20,No,0,5,8,5,14.16666667,2,0,5,6,4,11.75,2,9.4,-0.8,-3.12,Graduate
892,Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,123,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,122,No,No,Yes,Yes,Male,No,19,No,0,6,7,6,13.16666667,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Enrolled
893,Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,154.5,No,No,No,Yes,Female,No,26,No,0,1,2,0,0,0,0,5,8,0,0,0,16.2,0.3,-0.92,Dropout
894,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,169,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",176,Yes,No,No,Yes,Female,Yes,18,No,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
895,Single,2nd phase - general contingent,2,Informatics,Daytime,Secondary education,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,117.2,No,No,No,Yes,Male,Yes,18,No,0,5,8,4,13.5,0,0,6,10,6,13.625,0,11.1,0.6,2.02,Enrolled
896,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,118.3,No,No,No,Yes,Male,No,20,No,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,Dropout
897,Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,137,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126.7,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.71428571,0,0,8,11,8,14.86363636,0,16.2,0.3,-0.92,Graduate
